Pressure (bar)
19
"39,2"
"1,3"
"38,5"
40
"38,9"
"41,2"
"39,9"
"40,2"
"39,5"
"40,9"
"2,9"
39
"39,1"
"41,2"
"28,1"
39
"14,7"
"38,3"
"41,2"
"40,7"
"4,7"
"40,2"
"39,2"
"38,8"
39
"40,4"
"39,4"
"41,2"
24
40
"41,1"
"14,2"
"41,3"
"39,7"
"38,8"
39
39
""
"38,1"
"40,2"
"40,7"
"2,2"
3
"40,4"
39
"36,2"
"38,9"
"30,8"
3
"40,4"
"36,5"
"39,2"
39
"40,7"
"4,1"
"39,8"
"4,8"
"38,9"
39
"40,8"
"40,3"
"38,9"
"38,8"
"39,7"
"1,7"
"6,3"
"39,4"
"41,3"
"37,5"
"38,9"
"38,8"
"25,4"
"38,9"
"40,3"
""
""
"1,4"
"38,8"
"5,6"
"40,3"
39
"6,2"
36
39
"40,7"
39
"40,3"
36
"38,9"
"40,9"
"40,6"
"40,4"
"39,3"
"38,9"
"1,2"
"39,2"
"39,4"
"39,2"
"40,7"
"1,9"
"40,2"
"17,1"
"41,3"
39
"3,9"
"38,9"
"0,7"
23
"35,5"
"38,8"
"36,6"
"41,3"
"41,3"
"39,5"
"41,2"
39
"40,8"
"36,5"
"40,5"
""
"1,9"
"41,1"
"38,8"
"39,5"
39
"38,8"
"40,9"
"31,9"
"39,5"
"20,7"
40
"38,8"
"39,9"
"38,9"
"24,4"
39
"2,2"
"39,1"
"37,7"
41
"2,1"
"40,7"
"40,9"
""
36
"40,3"
6
"38,8"
"39,5"
"39,1"
1
36
"39,6"
"38,8"
"41,2"
"38,8"
"38,9"
"38,8"
"10,8"
"40,8"
39
"40,1"
"38,9"
"39,8"
"40,7"
"38,9"
""
"40,3"
39
41
"38,9"
"40,1"
"25,9"
"12,1"
"39,1"
"38,8"
39
"4,4"
"0,8"
"36,8"
"38,4"
39
"39,2"
"1,1"
"40,6"
38
"38,8"
"39,3"
"39,3"
39
"38,8"
39
"25,8"
37
""
"39,2"
"39,1"
"41,2"
"38,8"
"38,9"
"40,5"
39
39
""
"38,8"
5
"41,2"
"38,9"
"38,8"
39
"38,8"
39
"41,2"
39
"40,2"
"40,9"
"38,9"
"39,6"
"40,4"
""
"39,1"
"38,8"
"40,7"
"3,6"
""
39
"38,9"
"38,8"
"38,2"
"38,8"
"4,3"
"16,4"
"39,9"
"39,2"
